scheduler,split,episode_id,timestep,max_temperature,average_temperature,hotspot
random,id,7,0,35.00273220971707,34.99941177882117,False
random,id,7,1,35.102335486191734,35.00549145652692,False
random,id,7,2,35.2028585295015,35.01195129827394,False
random,id,7,3,35.306660333852726,35.01843259194482,False
random,id,7,4,35.403022997827065,35.02487403821582,False
random,id,7,5,35.50128244560385,35.03282887306034,False
random,id,7,6,35.5992568908654,35.04250250870635,False
random,id,7,7,35.6955390650777,35.05165426826247,False
random,id,7,8,35.79329726965903,35.06034685717242,False
random,id,7,9,35.88962607357191,35.072366193246594,False
random,id,7,10,35.986438676931,35.084711976026355,False
random,id,7,11,36.079929433309225,35.10413304070509,False
random,id,7,12,36.17377887369116,35.12313040801593,False
random,id,7,13,36.26903046500683,35.14339341921058,False
random,id,7,14,36.36088947056055,35.16412465500636,False
random,id,7,15,36.45088096890474,35.1857696023403,False
random,id,7,16,36.5897835976283,35.20678636577988,False
random,id,7,17,36.787444306686815,35.24188505810554,False
random,id,7,18,36.986952490474025,35.29105463831239,False
random,id,7,19,37.181935298810274,35.35224038035595,False
random,id,7,20,37.373128588513616,35.41280009445438,False
random,id,7,21,37.56353392053837,35.473207943538725,False
random,id,7,22,37.750890720206584,35.533502198654574,False
random,id,7,23,37.939293336072126,35.60075655149872,False
random,id,7,24,38.12426995747747,35.66716824221464,False
random,id,7,25,38.31004326162903,35.737964200915584,False
random,id,7,26,38.44962115426931,35.80668019059593,False
random,id,7,27,38.58722123463596,35.87422359172689,False
random,id,7,28,38.669768511248165,35.93913985951572,False
random,id,7,29,38.74905383261533,36.006167857766116,False
random,id,7,30,38.83095542334749,36.07637509515004,False
random,id,7,31,38.911592691510144,36.15221807417677,False
random,id,7,32,38.99179657098965,36.22492198071764,False
random,id,7,33,39.071143684209694,36.30062286129885,False
random,id,7,34,39.14808666132244,36.375688195530905,False
random,id,7,35,39.242223180192845,36.45109510692724,False
random,id,7,36,39.383852281946155,36.52297362149519,False
random,id,7,37,39.52417048182406,36.60077175432657,False
random,id,7,38,39.66301435582415,36.69274043499215,False
random,id,7,39,39.80018143725985,36.78385515865445,False
random,id,7,40,39.93869266025935,36.87446883157084,False
random,id,7,41,40.078028778788465,36.964508757350345,False
random,id,7,42,40.215697661243574,37.04753610928571,False
random,id,7,43,40.3510652551139,37.12989362265873,False
random,id,7,44,40.49088111620516,37.2091582330227,False
random,id,7,45,40.62524808408375,37.28757670769113,False
random,id,7,46,40.75765729719332,37.36572676781563,False
random,id,7,47,40.97839179311754,37.44360125056369,False
random,id,7,48,41.23198616156399,37.53096800786804,False
random,id,7,49,41.56968915632747,37.61044740763478,False
random,id,7,50,41.90733694254087,37.69040569579915,False
random,id,7,51,42.240667723622764,37.76889936306202,False
random,id,7,52,42.57056821332304,37.847355313509354,False
random,id,7,53,42.90051496584514,37.92559903404043,False
random,id,7,54,43.22915047991103,38.013126783186834,False
random,id,7,55,43.55032379911076,38.108777891769535,False
random,id,7,56,43.8684996561813,38.19964145130056,False
random,id,7,57,44.18752743588662,38.29026587129644,False
random,id,7,58,44.50582078049123,38.377727488025684,False
random,id,7,59,44.81759582589522,38.46294943092702,False
random,id,7,60,45.025072423239806,38.541631991828,False
random,id,7,61,45.23235156519834,38.62058701894847,False
random,id,7,62,45.43683845926995,38.70593957408085,False
random,id,7,63,45.64276107963489,38.79140778525055,False
random,id,7,64,45.84507193720901,38.88072179805711,False
random,id,7,65,46.048474885402136,38.97485030319051,False
random,id,7,66,46.24804227304834,39.06984924744569,False
random,id,7,67,46.44362644522158,39.163908147088485,False
random,id,7,68,46.64323536436001,39.27122484143834,False
random,id,7,69,46.83917170120717,39.37958002259148,False
random,id,7,70,47.0397116504355,39.493729918900954,False
random,id,7,71,47.235539085051194,39.60772334177511,False
random,id,7,72,47.43125352539537,39.72363830829582,False
random,id,7,73,47.66496761746366,39.825525082281274,False
random,id,7,74,47.95367679036203,39.92711725614771,False
random,id,7,75,48.23645265827972,40.02337832506211,False
random,id,7,76,48.5199521304392,40.119795389206416,False
random,id,7,77,48.800010090860525,40.22221214347215,False
random,id,7,78,49.07794037294251,40.317498217794835,False
random,id,7,79,49.35172071476006,40.41287557307435,False
random,id,7,80,49.625117467075825,40.50227464107891,False
random,id,7,81,49.898042087698165,40.59068349078014,False
random,id,7,82,50.16860106035015,40.679004961303974,False
random,id,7,83,50.43729219816968,40.775376906070406,False
random,id,7,84,50.70668402915065,40.871748323706186,False
random,id,7,85,51.11332981235285,40.97705989976048,False
random,id,7,86,51.521118593235784,41.07959689184982,False
random,id,7,87,51.92481970302741,41.18238158139144,False
random,id,7,88,52.324564059630234,41.291021630572104,False
random,id,7,89,52.72351453788268,41.39633831764992,False
random,id,8,0,35.004267557448664,34.99986269625526,False
random,id,8,1,35.09622093964908,35.005529438501725,False
random,id,8,2,35.189514530713005,35.010998649944256,False
random,id,8,3,35.27966037336052,35.02777874601895,False
random,id,8,4,35.369969520784345,35.0741009349832,False
random,id,8,5,35.539278431578,35.12367845384335,False
random,id,8,6,35.71097037912668,35.172210566676014,False
random,id,8,7,35.8862421565866,35.221543415925495,False
random,id,8,8,36.143706613191185,35.275376812190004,False
random,id,8,9,36.39886081777256,35.33017160071667,False
random,id,8,10,36.649176066249645,35.38336125911262,False
random,id,8,11,36.89708219915303,35.436609534597956,False
random,id,8,12,37.14168048972211,35.488944676423415,False
random,id,8,13,37.38314328709189,35.54159732874496,False
random,id,8,14,37.622948917832346,35.59860988818193,False
random,id,8,15,37.86401423750861,35.656452182359104,False
random,id,8,16,38.101609360719635,35.72043907263023,False
random,id,8,17,38.335169537986395,35.80313745953529,False
random,id,8,18,38.569408556037686,35.88504105194396,False
random,id,8,19,38.80067914309251,35.966543938580934,False
random,id,8,20,39.03097960297487,36.04765211206903,False
random,id,8,21,39.2600674258748,36.12889075145809,False
random,id,8,22,39.48544039886102,36.209299698259706,False
random,id,8,23,39.70533788506009,36.29246400783315,False
random,id,8,24,39.923525402384655,36.37435360298818,False
