split,scheduler,feature,calibration_mean,visited_mean,abs_mean_z_shift,ks_stat
id,random,sensor_temp_imputed_0,40.01945177212163,37.92891061921616,0.4539236558676786,0.2851485148514851
id,random,sensor_temp_imputed_1,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_2,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_3,38.684965530104456,38.30371961116949,0.1115094505225866,0.13708370837083705
id,random,sensor_temp_imputed_4,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_5,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_6,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_7,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_8,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_9,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_10,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_11,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_12,41.93413338579223,40.313366534933635,0.3268110728149081,0.23555355535553557
id,random,sensor_temp_imputed_13,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_14,40.32454603319834,39.298586576249576,0.2436630041127754,0.1486048604860486
id,random,sensor_temp_imputed_15,40.65963344477551,40.64834953967905,0.0022848675560933627,0.11485148514851484
id,random,power_0,2.7693480548702842,1.859627727782823,0.5625922337099446,0.41890189018901886
id,random,power_1,2.9599427611149416,3.5645263587157467,0.2425924918058177,0.30774077407740774
id,random,power_2,2.8836432996132166,2.304540389667644,0.2656329603667655,0.5037803780378037
id,random,power_3,2.452260790061032,2.269110254078423,0.0977777500850605,0.20180018001800182
id,random,power_4,1.7419547029798998,5.569345641189341,2.3931166522896086,0.5906390639063905
id,random,power_5,3.9025715586183574,1.1936772785733447,0.98022801559491,0.5062106210621062
