split,scheduler,coverage_type,nominal_coverage,empirical_coverage,n
id,conformal_upper_bound,marginal_all_candidates_on_visited_states,0.9,0.9546460176991151,1808
id,conformal_upper_bound,selected_core_after_scheduler_selection,0.9,0.9557522123893806,113
ood,conformal_upper_bound,marginal_all_candidates_on_visited_states,0.9,0.7080078125,2048
ood,conformal_upper_bound,selected_core_after_scheduler_selection,0.9,0.7109375,128
