split,scheduler,feature,calibration_mean,visited_mean,abs_mean_z_shift,ks_stat
id,random,sensor_temp_imputed_0,38.04868549457787,37.3214295667093,0.2825447751129855,0.23790536948431684
id,random,sensor_temp_imputed_1,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_2,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_3,36.52700856014389,39.693298480140896,1.405457199082665,0.3492822966507177
id,random,sensor_temp_imputed_4,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_5,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_6,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_7,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_8,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_9,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_10,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_11,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_12,40.17570764476361,43.79007192325292,0.7691630774906699,0.32296650717703346
id,random,sensor_temp_imputed_13,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_14,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,random,sensor_temp_imputed_15,38.91927795817745,39.0847924361507,0.04416003933709496,0.12068048910154172
id,random,power_0,1.6810724680220566,1.04815558964843,0.6426809233512669,0.404040404040404
id,random,power_1,1.461261387443342,1.1848648277296563,0.2600283778226295,0.425571504518873
id,random,power_2,1.6351584524272744,1.5218268645928101,0.08156808825614895,0.21876661350345566
id,random,power_3,1.0549422714245726,2.6213286244317016,1.378616147268754,0.365231259968102
id,random,power_4,2.238874356931639,4.419391196808754,1.354076127932661,0.45614035087719296
id,random,power_5,3.1437275027924096,3.120298762920783,0.012665709515547494,0.16666666666666663
id,random,power_6,1.4740821743359582,2.0910927939285555,0.6396910299589397,0.3508771929824561
id,random,power_7,1.7993231942393,0.8215765900051155,0.8219186093431445,0.5361509835194046
id,random,power_8,1.2704511665016216,2.8524475650664582,1.2866193938823869,0.5839978734715576
id,random,power_9,2.4279044218963444,1.2459913610340216,0.79653433778256,0.502126528442318
id,random,power_10,1.2072188043272698,2.493037135107563,1.9095428606915796,0.5178096757044126
id,random,power_11,3.653702876300833,3.7698449228124216,0.05283665867570665,0.2900053163211058
id,random,power_12,3.0851648313019218,4.170223426099773,0.5633241749413481,0.43646996278575223
id,random,power_13,2.401219720907229,4.64700312562806,1.4931686514638982,0.7756512493354599
id,random,power_14,0.9701588258623617,1.8902616794632914,0.8201010560233115,0.3607123870281765
id,random,power_15,2.426472862736258,2.1358576827693407,0.15700966996595156,0.23285486443381176
id,random,load_0,28.838383838383837,13.789473684210526,0.6981919258584017,0.38197767145135564
id,random,load_1,23.02020202020202,13.210526315789474,0.39734023363660903,0.31578947368421056
id,random,load_2,23.464646464646464,22.92982456140351,0.024151177492396557,0.18766613503455604
id,random,load_3,15.202020202020202,39.21052631578947,1.2951373804689994,0.3341307814992026
id,random,load_4,38.42424242424242,67.35964912280701,1.0474961277513244,0.35964912280701755
id,random,load_5,46.54545454545455,50.56140350877193,0.1441111401861187,0.20653907496012758
id,random,load_6,26.98989898989899,31.86842105263158,0.24932689915333672,0.240829346092504
id,random,load_7,25.0,15.508771929824562,0.4590792912486011,0.5098351940457203
id,random,load_8,19.060606060606062,46.75438596491228,1.7722657360768301,0.47182349813928764
id,random,load_9,52.75757575757576,27.74561403508772,0.9049717205317507,0.36044657097288674
id,random,load_10,20.525252525252526,41.87719298245614,1.544005421399355,0.4643806485911749
id,random,load_11,65.03030303030303,65.85964912280701,0.02232108793952478,0.17278043593833065
id,random,load_12,38.282828282828284,47.00877192982456,0.35343167279499454,0.1972355130249867
id,random,load_13,52.05050505050505,78.83333333333333,0.882767495521133,0.2886762360446571
id,random,load_14,10.505050505050505,23.74561403508772,1.1150666872895976,0.3880914407230197
id,random,load_15,40.898989898989896,28.92982456140351,0.3736588244439722,0.2410951621477937
id,random,candidate_core_0,0.0625,0.043859649122807015,0.07700668609769133,0.018640350877192957
id,random,candidate_core_1,0.0625,0.03508771929824561,0.11324512661425196,0.027412280701754388
id,random,candidate_core_2,0.0625,0.03508771929824561,0.11324512661425196,0.027412280701754388
id,random,candidate_core_3,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,random,candidate_core_4,0.0625,0.05263157894736842,0.040768245581130715,0.009868421052631526
id,random,candidate_core_5,0.0625,0.08771929824561403,0.10418551648511178,0.025219298245614086
id,random,candidate_core_6,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,random,candidate_core_7,0.0625,0.05263157894736842,0.040768245581130715,0.009868421052631526
id,random,candidate_core_8,0.0625,0.07017543859649122,0.031708635451990534,0.007675438596491224
id,random,candidate_core_9,0.0625,0.02631578947368421,0.1494835671308126,0.03618421052631582
id,random,candidate_core_10,0.0625,0.09649122807017543,0.1404239570016724,0.033991228070175405
id,random,candidate_core_11,0.0625,0.07017543859649122,0.031708635451990534,0.007675438596491224
id,random,candidate_core_12,0.0625,0.08771929824561403,0.10418551648511178,0.025219298245614086
id,random,candidate_core_13,0.0625,0.08771929824561403,0.10418551648511178,0.025219298245614086
id,random,candidate_core_14,0.0625,0.05263157894736842,0.040768245581130715,0.009868421052631526
id,random,candidate_core_15,0.0625,0.07894736842105263,0.06794707596855115,0.016447368421052655
id,random,candidate_task_power,1.7053044294326876,1.7717192729422067,0.08116804990231753,0.08718766613503459
id,random,total_power,31.93073531745018,40.03320214804673,0.5030422995652252,0.2437533227006911
id,random,total_load,526.5959595959596,615.1929824561404,0.44282222602495325,0.2623604465709729
id,random,max_observed_temp,40.398375094843466,43.86702638373627,0.7487907306782439,0.3096757044125465
id,random,mean_observed_temp,38.4176699144159,39.97239810156346,0.49089655525585163,0.20441254651780966
id,round_robin,sensor_temp_imputed_0,38.04868549457787,39.86417775665071,0.7053333403690423,0.2559808612440191
id,round_robin,sensor_temp_imputed_1,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_2,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_3,36.52700856014389,41.62248310937771,2.2617863710881836,0.5297713981924508
id,round_robin,sensor_temp_imputed_4,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_5,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_6,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_7,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_8,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_9,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_10,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_11,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_12,40.17570764476361,38.325280584993784,0.3937843732119446,0.22753854332801704
id,round_robin,sensor_temp_imputed_13,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_14,38.4176699144159,39.97192300181289,0.49074654522008165,0.24082934609250406
id,round_robin,sensor_temp_imputed_15,38.91927795817745,40.075750556229366,0.30855231546873907,0.24960127591706543
id,round_robin,power_0,1.6810724680220566,2.3008299151911293,0.6293184808468855,0.23923444976076558
id,round_robin,power_1,1.461261387443342,5.015468755229407,3.343727495190279,0.8200425305688464
id,round_robin,power_2,1.6351584524272744,2.8220798228847035,0.8542623371693288,0.3508771929824561
id,round_robin,power_3,1.0549422714245726,4.08036131565563,2.6627476284022378,0.8455608718766613
id,round_robin,power_4,2.238874356931639,1.7105339775851944,0.3280933593414585,0.4189261031366294
id,round_robin,power_5,3.1437275027924096,1.5068071663415121,0.8849284082361984,0.503987240829346
id,round_robin,power_6,1.4740821743359582,3.107016811282295,1.6929589323009482,0.6929824561403508
id,round_robin,power_7,1.7993231942393,1.710701623713025,0.07449754127431885,0.3431685273790537
id,round_robin,power_8,1.2704511665016216,2.4477523143907773,0.9574854220201311,0.4457735247208931
id,round_robin,power_9,2.4279044218963444,1.785027328916518,0.4332583304889243,0.2777777777777778
id,round_robin,power_10,1.2072188043272698,1.1980502533003685,0.013616030147649935,0.3729399255715045
id,round_robin,power_11,3.653702876300833,3.184350656121795,0.21352304183662016,0.2825624667729931
id,round_robin,power_12,3.0851648313019218,1.3628091434059784,0.8941863614474,0.6143009037745879
id,round_robin,power_13,2.401219720907229,2.0024860988290567,0.2651086224612063,0.41121743753322704
id,round_robin,power_14,0.9701588258623617,3.478380994185113,2.235614899934588,0.6414141414141414
id,round_robin,power_15,2.426472862736258,2.3205459710142358,0.05722875973542442,0.27804359383306754
id,round_robin,load_0,28.838383838383837,39.75438596491228,0.5064462787879522,0.22541201488569917
id,round_robin,load_1,23.02020202020202,71.47368421052632,1.9626049335505193,0.6573631047315258
id,round_robin,load_2,23.464646464646464,41.728070175438596,0.8247291013767883,0.33891547049441784
id,round_robin,load_3,15.202020202020202,78.98245614035088,3.4406316800763137,0.8455608718766613
id,round_robin,load_4,38.42424242424242,24.75438596491228,0.49486505779008405,0.38755980861244016
id,round_robin,load_5,46.54545454545455,17.359649122807017,1.0473239911977281,0.6012759170653907
id,round_robin,load_6,26.98989898989899,57.00877192982456,1.5341762136046133,0.5919723551302498
id,round_robin,load_7,25.0,27.640350877192983,0.1277105976578826,0.19271664008506115
id,round_robin,load_8,19.060606060606062,34.68421052631579,0.9998338603206994,0.3963317384370016
id,round_robin,load_9,52.75757575757576,26.19298245614035,0.9611483486164094,0.46996278575225936
id,round_robin,load_10,20.525252525252526,16.92982456140351,0.25999324415317177,0.15178096757044124
id,round_robin,load_11,65.03030303030303,61.20175438596491,0.10304186845928766,0.18819776714513553
id,round_robin,load_12,38.282828282828284,18.210526315789473,0.812999435711324,0.5324295587453483
id,round_robin,load_13,52.05050505050505,20.289473684210527,1.0468500868658515,0.5191387559808613
id,round_robin,load_14,10.505050505050505,52.55263157894737,3.5410771475282656,0.7565124933545986
id,round_robin,load_15,40.898989898989896,26.42982456140351,0.45170495671490496,0.35672514619883033
id,round_robin,candidate_core_0,0.0625,0.07017543859649122,0.031708635451990534,0.007675438596491224
id,round_robin,candidate_core_1,0.0625,0.07017543859649122,0.031708635451990534,0.007675438596491224
id,round_robin,candidate_core_2,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_3,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_4,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_5,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_6,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_7,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_8,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_9,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_10,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_11,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
id,round_robin,candidate_core_12,0.0625,0.06140350877192982,0.004529805064570092,0.0010964912280702066
