split,model,metric,value
calibration,linear_point,mae,1.3576265053253946
calibration,linear_point,rmse,1.8533808307698243
calibration,linear_point,max_abs_error,5.888936062777347
calibration,forest_point,mae,1.4824886121143788
calibration,forest_point,rmse,2.116367399135081
calibration,forest_point,max_abs_error,7.717524151532743
calibration,quantile_upper,empirical_coverage,0.7604166666666666
calibration,quantile_upper,average_bound,46.57037901134878
calibration,quantile_upper,average_conservatism,3.0375894083526926
calibration,conformal_upper,empirical_coverage,0.9007675438596491
calibration,conformal_upper,average_bound,48.479817317567004
calibration,conformal_upper,average_conservatism,4.947027714570928
test_id,linear_point,mae,3.478166269247631
test_id,linear_point,rmse,3.982843723034803
test_id,linear_point,max_abs_error,8.342497014756695
test_id,forest_point,mae,2.8247814948799626
test_id,forest_point,rmse,3.649446416892017
test_id,forest_point,max_abs_error,9.062480536029199
test_id,quantile_upper,empirical_coverage,0.5026939655172413
test_id,quantile_upper,average_bound,46.91768054078384
test_id,quantile_upper,average_conservatism,0.9975390757049121
test_id,conformal_upper,empirical_coverage,0.6637931034482759
test_id,conformal_upper,average_bound,48.82711884700208
test_id,conformal_upper,average_conservatism,2.9069773819231464
test_ood,linear_point,mae,7.4126597718561875
test_ood,linear_point,rmse,8.64384015826377
test_ood,linear_point,max_abs_error,16.394264514822353
test_ood,forest_point,mae,6.850009366198651
test_ood,forest_point,rmse,9.207560865874738
test_ood,forest_point,max_abs_error,21.53954843000536
test_ood,quantile_upper,empirical_coverage,0.4276315789473684
test_ood,quantile_upper,average_bound,48.56841747056038
test_ood,quantile_upper,average_conservatism,-3.3989553812341784
test_ood,conformal_upper,empirical_coverage,0.49712171052631576
test_ood,conformal_upper,average_bound,50.47785577677861
test_ood,conformal_upper,average_conservatism,-1.4895170750159443
