scheduler,split,episode_id,timestep,max_temperature,average_temperature,hotspot
random,id,6,0,35.0035229684338,34.999633492650425,False
random,id,6,1,35.00546654438188,34.99895328891044,False
random,id,6,2,35.0043526219777,34.99910173931466,False
random,id,6,3,35.07560976439876,35.00381137619839,False
random,id,6,4,35.15598589776796,35.00843640276203,False
random,id,6,5,35.235780296513354,35.014645877452864,False
random,id,6,6,35.312318121492844,35.021386150443874,False
random,id,6,7,35.38655377074061,35.027945141524135,False
random,id,6,8,35.46412609033621,35.03468575169795,False
random,id,6,9,35.543826848702665,35.042586003799585,False
random,id,6,10,35.621946465970204,35.04905895205319,False
random,id,6,11,35.69543108444815,35.05592459234047,False
random,id,6,12,35.77135976468101,35.06551322265865,False
random,id,6,13,35.84719913859318,35.07558905741732,False
random,id,6,14,35.91964853677871,35.08515945903376,False
random,id,6,15,35.99398767917567,35.095459240423615,False
random,id,6,16,36.064707033372585,35.104818294474285,False
random,id,6,17,36.134709109994134,35.11264519155109,False
random,id,6,18,36.20644650943212,35.12147963718354,False
random,id,6,19,36.27817447598257,35.12909479995231,False
random,id,6,20,36.34659024993727,35.13894343753485,False
random,id,6,21,36.41460825475994,35.15033487858036,False
random,id,6,22,36.48358869108148,35.16116218952712,False
random,id,6,23,36.54945614217724,35.168928088906355,False
random,id,6,24,36.61436662683863,35.17667150770955,False
random,id,6,25,36.59760881345642,35.179062306410756,False
random,id,6,26,36.58168423437669,35.18110341146195,False
random,id,6,27,36.56680307797321,35.19067484114063,False
random,id,6,28,36.55082937831612,35.200161437881036,False
random,id,6,29,36.53682117647661,35.210204000036555,False
random,id,6,30,36.51904252034891,35.21924581097993,False
random,id,6,31,36.50683821216844,35.2290774596316,False
random,id,6,32,36.495262281263905,35.24076568317775,False
random,id,6,33,36.480611162624385,35.251939844163246,False
random,id,6,34,36.46412297608582,35.26375232977247,False
random,id,6,35,36.45147720395918,35.27622585368154,False
random,id,6,36,36.44202882345577,35.294106504034254,False
random,id,6,37,36.429899341135055,35.31050855314794,False
random,id,6,38,36.41705265219476,35.32743556203186,False
random,id,6,39,36.44793250436932,35.34423317996135,False
random,id,6,40,36.519413425592035,35.36130637960402,False
random,id,6,41,36.593096005200266,35.37853346078061,False
random,id,6,42,36.663144842026206,35.39588402175768,False
random,id,6,43,36.73128273912204,35.41218859596955,False
random,id,6,44,36.79898680100763,35.42878795932778,False
random,id,6,45,36.867213908789,35.44529722607439,False
random,id,6,46,36.93181229395201,35.46499911406271,False
random,id,6,47,37.00193442436128,35.48519575541789,False
random,id,6,48,37.066706102131505,35.507681884764814,False
random,id,6,49,37.133995407962125,35.52595848229355,False
random,id,6,50,37.19821761037072,35.543824123427314,False
random,id,6,51,37.262566244013925,35.561252914640406,False
random,id,6,52,37.32770509198662,35.57842422976839,False
random,id,6,53,37.39051956383433,35.603494225236105,False
random,id,6,54,37.45398755395927,35.62969905847251,False
random,id,6,55,37.43116378215614,35.649188620832305,False
random,id,6,56,37.41066475751324,35.6698063098127,False
