split,scheduler,n_seeds,peak_temperature_mean,peak_temperature_std,peak_temperature_mean_std,average_max_temperature_mean,average_max_temperature_std,average_max_temperature_mean_std,hotspot_violations_mean,hotspot_violations_std,hotspot_violations_mean_std,hotspot_timestep_pct_mean,hotspot_timestep_pct_std,hotspot_timestep_pct_mean_std,completed_tasks_mean,completed_tasks_std,completed_tasks_mean_std,marginal_coverage_mean,marginal_coverage_std,marginal_coverage_mean_std,selected_core_coverage_mean,selected_core_coverage_std,selected_core_coverage_mean_std,selected_coverage_gap_mean,selected_coverage_gap_std,selected_coverage_gap_mean_std
id,conformal_upper_bound,5,50.36934022717033,0.994691498464405,50.369 +/- 0.995,42.32063998571353,0.530902003331909,42.321 +/- 0.531,0.0,0.0,0.000 +/- 0.000,0.0,0.0,0.000 +/- 0.000,230.0,18.303005217723125,230.000 +/- 18.303,0.9530643776112024,0.05193142590416641,0.953 +/- 0.052,0.9545692972220303,0.05176891323886109,0.955 +/- 0.052,0.0545692972220303,0.05176891323886109,0.055 +/- 0.052
id,coolest_core_observed,5,68.31180860519521,3.5129260596852685,68.312 +/- 3.513,49.75637921617583,1.1158291453812537,49.756 +/- 1.116,0.0,0.0,0.000 +/- 0.000,0.0,0.0,0.000 +/- 0.000,230.0,18.303005217723125,230.000 +/- 18.303,,0.0,,,0.0,,,0.0,
id,coolest_core_oracle_true_temp,5,52.71280919514682,3.26042400494464,52.713 +/- 3.260,43.337718301749966,0.8584235942023873,43.338 +/- 0.858,0.0,0.0,0.000 +/- 0.000,0.0,0.0,0.000 +/- 0.000,230.0,18.303005217723125,230.000 +/- 18.303,,0.0,,,0.0,,,0.0,
id,point_prediction_rf,5,49.40389671907866,0.5265269173128483,49.404 +/- 0.527,42.28203909306822,0.6024570735214549,42.282 +/- 0.602,0.0,0.0,0.000 +/- 0.000,0.0,0.0,0.000 +/- 0.000,230.0,18.303005217723125,230.000 +/- 18.303,,0.0,,,0.0,,,0.0,
id,random,5,57.464139796379264,4.5260981925282255,57.464 +/- 4.526,45.68602061626925,1.1467161892765636,45.686 +/- 1.147,0.0,0.0,0.000 +/- 0.000,0.0,0.0,0.000 +/- 0.000,230.0,18.303005217723125,230.000 +/- 18.303,,0.0,,,0.0,,,0.0,
id,round_robin,5,53.865957923505675,2.762693069537235,53.866 +/- 2.763,43.506029447637935,0.9559666615646145,43.506 +/- 0.956,0.0,0.0,0.000 +/- 0.000,0.0,0.0,0.000 +/- 0.000,230.0,18.303005217723125,230.000 +/- 18.303,,0.0,,,0.0,,,0.0,
id,trend_aware_observed,5,66.62560701047926,4.319686447121064,66.626 +/- 4.320,49.322516226584064,0.963023945235724,49.323 +/- 0.963,0.0,0.0,0.000 +/- 0.000,0.0,0.0,0.000 +/- 0.000,230.0,18.303005217723125,230.000 +/- 18.303,,0.0,,,0.0,,,0.0,
id,uncalibrated_quantile,5,59.19990000932215,2.2991486125165537,59.200 +/- 2.299,45.837270175771394,0.3164357032088834,45.837 +/- 0.316,0.0,0.0,0.000 +/- 0.000,0.0,0.0,0.000 +/- 0.000,230.0,18.303005217723125,230.000 +/- 18.303,,0.0,,,0.0,,,0.0,
