episode_id,timestep,candidate_core,task_id,task_power,task_duration,split,workload_type
4,12,1,4000004,3.148909393314054,89,calibration,id
4,12,2,4000004,3.148909393314054,89,calibration,id
4,12,3,4000004,3.148909393314054,89,calibration,id
4,12,4,4000004,3.148909393314054,89,calibration,id
4,12,5,4000004,3.148909393314054,89,calibration,id
4,12,6,4000004,3.148909393314054,89,calibration,id
4,12,7,4000004,3.148909393314054,89,calibration,id
4,12,8,4000004,3.148909393314054,89,calibration,id
4,12,9,4000004,3.148909393314054,89,calibration,id
4,12,10,4000004,3.148909393314054,89,calibration,id
4,12,11,4000004,3.148909393314054,89,calibration,id
4,12,12,4000004,3.148909393314054,89,calibration,id
4,12,13,4000004,3.148909393314054,89,calibration,id
4,12,14,4000004,3.148909393314054,89,calibration,id
4,12,15,4000004,3.148909393314054,89,calibration,id
4,13,0,4000005,0.6338941530707991,29,calibration,id
4,13,1,4000005,0.6338941530707991,29,calibration,id
4,13,2,4000005,0.6338941530707991,29,calibration,id
4,13,3,4000005,0.6338941530707991,29,calibration,id
4,13,4,4000005,0.6338941530707991,29,calibration,id
4,13,5,4000005,0.6338941530707991,29,calibration,id
4,13,6,4000005,0.6338941530707991,29,calibration,id
4,13,7,4000005,0.6338941530707991,29,calibration,id
4,13,8,4000005,0.6338941530707991,29,calibration,id
4,13,9,4000005,0.6338941530707991,29,calibration,id
4,13,10,4000005,0.6338941530707991,29,calibration,id
4,13,11,4000005,0.6338941530707991,29,calibration,id
4,13,12,4000005,0.6338941530707991,29,calibration,id
4,13,13,4000005,0.6338941530707991,29,calibration,id
4,13,14,4000005,0.6338941530707991,29,calibration,id
4,13,15,4000005,0.6338941530707991,29,calibration,id
4,19,0,4000006,1.7950919995971144,36,calibration,id
4,19,1,4000006,1.7950919995971144,36,calibration,id
4,19,2,4000006,1.7950919995971144,36,calibration,id
4,19,3,4000006,1.7950919995971144,36,calibration,id
4,19,4,4000006,1.7950919995971144,36,calibration,id
4,19,5,4000006,1.7950919995971144,36,calibration,id
4,19,6,4000006,1.7950919995971144,36,calibration,id
4,19,7,4000006,1.7950919995971144,36,calibration,id
4,19,8,4000006,1.7950919995971144,36,calibration,id
4,19,9,4000006,1.7950919995971144,36,calibration,id
4,19,10,4000006,1.7950919995971144,36,calibration,id
4,19,11,4000006,1.7950919995971144,36,calibration,id
4,19,12,4000006,1.7950919995971144,36,calibration,id
4,19,13,4000006,1.7950919995971144,36,calibration,id
4,19,14,4000006,1.7950919995971144,36,calibration,id
4,19,15,4000006,1.7950919995971144,36,calibration,id
4,20,0,4000007,2.8784064751803453,91,calibration,id
4,20,1,4000007,2.8784064751803453,91,calibration,id
4,20,2,4000007,2.8784064751803453,91,calibration,id
4,20,3,4000007,2.8784064751803453,91,calibration,id
4,20,4,4000007,2.8784064751803453,91,calibration,id
4,20,5,4000007,2.8784064751803453,91,calibration,id
4,20,6,4000007,2.8784064751803453,91,calibration,id
4,20,7,4000007,2.8784064751803453,91,calibration,id
4,20,8,4000007,2.8784064751803453,91,calibration,id
4,20,9,4000007,2.8784064751803453,91,calibration,id
4,20,10,4000007,2.8784064751803453,91,calibration,id
4,20,11,4000007,2.8784064751803453,91,calibration,id
4,20,12,4000007,2.8784064751803453,91,calibration,id
4,20,13,4000007,2.8784064751803453,91,calibration,id
4,20,14,4000007,2.8784064751803453,91,calibration,id
4,20,15,4000007,2.8784064751803453,91,calibration,id
4,22,0,4000008,0.9740904058132016,23,calibration,id
4,22,1,4000008,0.9740904058132016,23,calibration,id
4,22,2,4000008,0.9740904058132016,23,calibration,id
4,22,3,4000008,0.9740904058132016,23,calibration,id
4,22,4,4000008,0.9740904058132016,23,calibration,id
4,22,5,4000008,0.9740904058132016,23,calibration,id
4,22,6,4000008,0.9740904058132016,23,calibration,id
4,22,7,4000008,0.9740904058132016,23,calibration,id
4,22,8,4000008,0.9740904058132016,23,calibration,id
4,22,9,4000008,0.9740904058132016,23,calibration,id
4,22,10,4000008,0.9740904058132016,23,calibration,id
4,22,11,4000008,0.9740904058132016,23,calibration,id
4,22,12,4000008,0.9740904058132016,23,calibration,id
4,22,13,4000008,0.9740904058132016,23,calibration,id
4,22,14,4000008,0.9740904058132016,23,calibration,id
4,22,15,4000008,0.9740904058132016,23,calibration,id
4,23,0,4000009,1.6781921555641381,28,calibration,id
4,23,1,4000009,1.6781921555641381,28,calibration,id
4,23,2,4000009,1.6781921555641381,28,calibration,id
4,23,3,4000009,1.6781921555641381,28,calibration,id
4,23,4,4000009,1.6781921555641381,28,calibration,id
4,23,5,4000009,1.6781921555641381,28,calibration,id
4,23,6,4000009,1.6781921555641381,28,calibration,id
4,23,7,4000009,1.6781921555641381,28,calibration,id
4,23,8,4000009,1.6781921555641381,28,calibration,id
4,23,9,4000009,1.6781921555641381,28,calibration,id
4,23,10,4000009,1.6781921555641381,28,calibration,id
4,23,11,4000009,1.6781921555641381,28,calibration,id
4,23,12,4000009,1.6781921555641381,28,calibration,id
4,23,13,4000009,1.6781921555641381,28,calibration,id
4,23,14,4000009,1.6781921555641381,28,calibration,id
4,23,15,4000009,1.6781921555641381,28,calibration,id
4,23,0,4000010,2.889936221925288,59,calibration,id
4,23,1,4000010,2.889936221925288,59,calibration,id
4,23,2,4000010,2.889936221925288,59,calibration,id
4,23,3,4000010,2.889936221925288,59,calibration,id
4,23,4,4000010,2.889936221925288,59,calibration,id
4,23,5,4000010,2.889936221925288,59,calibration,id
4,23,6,4000010,2.889936221925288,59,calibration,id
4,23,7,4000010,2.889936221925288,59,calibration,id
4,23,8,4000010,2.889936221925288,59,calibration,id
4,23,9,4000010,2.889936221925288,59,calibration,id
4,23,10,4000010,2.889936221925288,59,calibration,id
4,23,11,4000010,2.889936221925288,59,calibration,id
4,23,12,4000010,2.889936221925288,59,calibration,id
4,23,13,4000010,2.889936221925288,59,calibration,id
4,23,14,4000010,2.889936221925288,59,calibration,id
4,23,15,4000010,2.889936221925288,59,calibration,id
4,24,0,4000011,0.6975308327694277,19,calibration,id
4,24,1,4000011,0.6975308327694277,19,calibration,id
4,24,2,4000011,0.6975308327694277,19,calibration,id
4,24,3,4000011,0.6975308327694277,19,calibration,id
4,24,4,4000011,0.6975308327694277,19,calibration,id
4,24,5,4000011,0.6975308327694277,19,calibration,id
4,24,6,4000011,0.6975308327694277,19,calibration,id
4,24,7,4000011,0.6975308327694277,19,calibration,id
4,24,8,4000011,0.6975308327694277,19,calibration,id
4,24,9,4000011,0.6975308327694277,19,calibration,id
4,24,10,4000011,0.6975308327694277,19,calibration,id
4,24,11,4000011,0.6975308327694277,19,calibration,id
4,24,12,4000011,0.6975308327694277,19,calibration,id
4,24,13,4000011,0.6975308327694277,19,calibration,id
4,24,14,4000011,0.6975308327694277,19,calibration,id
4,24,15,4000011,0.6975308327694277,19,calibration,id
4,27,0,4000012,1.5465823029218795,26,calibration,id
4,27,1,4000012,1.5465823029218795,26,calibration,id
4,27,2,4000012,1.5465823029218795,26,calibration,id
4,27,3,4000012,1.5465823029218795,26,calibration,id
4,27,4,4000012,1.5465823029218795,26,calibration,id
4,27,5,4000012,1.5465823029218795,26,calibration,id
4,27,6,4000012,1.5465823029218795,26,calibration,id
4,27,7,4000012,1.5465823029218795,26,calibration,id
4,27,8,4000012,1.5465823029218795,26,calibration,id
4,27,9,4000012,1.5465823029218795,26,calibration,id
4,27,10,4000012,1.5465823029218795,26,calibration,id
4,27,11,4000012,1.5465823029218795,26,calibration,id
4,27,12,4000012,1.5465823029218795,26,calibration,id
4,27,13,4000012,1.5465823029218795,26,calibration,id
4,27,14,4000012,1.5465823029218795,26,calibration,id
4,27,15,4000012,1.5465823029218795,26,calibration,id
4,27,0,4000013,2.29831472067172,53,calibration,id
4,27,1,4000013,2.29831472067172,53,calibration,id
4,27,2,4000013,2.29831472067172,53,calibration,id
4,27,3,4000013,2.29831472067172,53,calibration,id
4,27,4,4000013,2.29831472067172,53,calibration,id
4,27,5,4000013,2.29831472067172,53,calibration,id
4,27,6,4000013,2.29831472067172,53,calibration,id
4,27,7,4000013,2.29831472067172,53,calibration,id
4,27,8,4000013,2.29831472067172,53,calibration,id
4,27,9,4000013,2.29831472067172,53,calibration,id
4,27,10,4000013,2.29831472067172,53,calibration,id
4,27,11,4000013,2.29831472067172,53,calibration,id
4,27,12,4000013,2.29831472067172,53,calibration,id
4,27,13,4000013,2.29831472067172,53,calibration,id
4,27,14,4000013,2.29831472067172,53,calibration,id
4,27,15,4000013,2.29831472067172,53,calibration,id
4,29,0,4000014,1.8596931468447466,28,calibration,id
4,29,1,4000014,1.8596931468447466,28,calibration,id
4,29,2,4000014,1.8596931468447466,28,calibration,id
4,29,3,4000014,1.8596931468447466,28,calibration,id
4,29,4,4000014,1.8596931468447466,28,calibration,id
4,29,5,4000014,1.8596931468447466,28,calibration,id
4,29,6,4000014,1.8596931468447466,28,calibration,id
4,29,7,4000014,1.8596931468447466,28,calibration,id
4,29,8,4000014,1.8596931468447466,28,calibration,id
4,29,9,4000014,1.8596931468447466,28,calibration,id
4,29,10,4000014,1.8596931468447466,28,calibration,id
4,29,11,4000014,1.8596931468447466,28,calibration,id
4,29,12,4000014,1.8596931468447466,28,calibration,id
4,29,13,4000014,1.8596931468447466,28,calibration,id
4,29,14,4000014,1.8596931468447466,28,calibration,id
4,29,15,4000014,1.8596931468447466,28,calibration,id
4,29,0,4000015,2.0136273207232622,60,calibration,id
4,29,1,4000015,2.0136273207232622,60,calibration,id
4,29,2,4000015,2.0136273207232622,60,calibration,id
4,29,3,4000015,2.0136273207232622,60,calibration,id
4,29,4,4000015,2.0136273207232622,60,calibration,id
4,29,5,4000015,2.0136273207232622,60,calibration,id
4,29,6,4000015,2.0136273207232622,60,calibration,id
4,29,7,4000015,2.0136273207232622,60,calibration,id
4,29,8,4000015,2.0136273207232622,60,calibration,id
4,29,9,4000015,2.0136273207232622,60,calibration,id
4,29,10,4000015,2.0136273207232622,60,calibration,id
4,29,11,4000015,2.0136273207232622,60,calibration,id
4,29,12,4000015,2.0136273207232622,60,calibration,id
4,29,13,4000015,2.0136273207232622,60,calibration,id
4,29,14,4000015,2.0136273207232622,60,calibration,id
4,29,15,4000015,2.0136273207232622,60,calibration,id
4,30,0,4000016,0.8614375960025877,16,calibration,id
4,30,1,4000016,0.8614375960025877,16,calibration,id
4,30,2,4000016,0.8614375960025877,16,calibration,id
4,30,3,4000016,0.8614375960025877,16,calibration,id
4,30,4,4000016,0.8614375960025877,16,calibration,id
4,30,5,4000016,0.8614375960025877,16,calibration,id
4,30,6,4000016,0.8614375960025877,16,calibration,id
4,30,7,4000016,0.8614375960025877,16,calibration,id
4,30,8,4000016,0.8614375960025877,16,calibration,id
4,30,9,4000016,0.8614375960025877,16,calibration,id
4,30,10,4000016,0.8614375960025877,16,calibration,id
4,30,11,4000016,0.8614375960025877,16,calibration,id
4,30,12,4000016,0.8614375960025877,16,calibration,id
4,30,13,4000016,0.8614375960025877,16,calibration,id
4,30,14,4000016,0.8614375960025877,16,calibration,id
4,30,15,4000016,0.8614375960025877,16,calibration,id
4,30,0,4000017,1.3351329422504945,45,calibration,id
4,30,1,4000017,1.3351329422504945,45,calibration,id
4,30,2,4000017,1.3351329422504945,45,calibration,id
4,30,3,4000017,1.3351329422504945,45,calibration,id
4,30,4,4000017,1.3351329422504945,45,calibration,id
4,30,5,4000017,1.3351329422504945,45,calibration,id
4,30,6,4000017,1.3351329422504945,45,calibration,id
4,30,7,4000017,1.3351329422504945,45,calibration,id
4,30,8,4000017,1.3351329422504945,45,calibration,id
4,30,9,4000017,1.3351329422504945,45,calibration,id
4,30,10,4000017,1.3351329422504945,45,calibration,id
4,30,11,4000017,1.3351329422504945,45,calibration,id
4,30,12,4000017,1.3351329422504945,45,calibration,id
4,30,13,4000017,1.3351329422504945,45,calibration,id
4,30,14,4000017,1.3351329422504945,45,calibration,id
4,30,15,4000017,1.3351329422504945,45,calibration,id
4,32,0,4000018,1.9004223107607978,41,calibration,id
4,32,1,4000018,1.9004223107607978,41,calibration,id
4,32,2,4000018,1.9004223107607978,41,calibration,id
4,32,3,4000018,1.9004223107607978,41,calibration,id
4,32,4,4000018,1.9004223107607978,41,calibration,id
4,32,5,4000018,1.9004223107607978,41,calibration,id
4,32,6,4000018,1.9004223107607978,41,calibration,id
4,32,7,4000018,1.9004223107607978,41,calibration,id
4,32,8,4000018,1.9004223107607978,41,calibration,id
4,32,9,4000018,1.9004223107607978,41,calibration,id
4,32,10,4000018,1.9004223107607978,41,calibration,id
4,32,11,4000018,1.9004223107607978,41,calibration,id
4,32,12,4000018,1.9004223107607978,41,calibration,id
4,32,13,4000018,1.9004223107607978,41,calibration,id
4,32,14,4000018,1.9004223107607978,41,calibration,id
4,32,15,4000018,1.9004223107607978,41,calibration,id
4,32,0,4000019,1.5946086852030874,51,calibration,id
4,32,1,4000019,1.5946086852030874,51,calibration,id
4,32,2,4000019,1.5946086852030874,51,calibration,id
4,32,3,4000019,1.5946086852030874,51,calibration,id
4,32,4,4000019,1.5946086852030874,51,calibration,id
4,32,5,4000019,1.5946086852030874,51,calibration,id
4,32,6,4000019,1.5946086852030874,51,calibration,id
4,32,7,4000019,1.5946086852030874,51,calibration,id
4,32,8,4000019,1.5946086852030874,51,calibration,id
4,32,9,4000019,1.5946086852030874,51,calibration,id
4,32,10,4000019,1.5946086852030874,51,calibration,id
4,32,11,4000019,1.5946086852030874,51,calibration,id
4,32,12,4000019,1.5946086852030874,51,calibration,id
4,32,13,4000019,1.5946086852030874,51,calibration,id
4,32,14,4000019,1.5946086852030874,51,calibration,id
4,32,15,4000019,1.5946086852030874,51,calibration,id
4,32,0,4000020,1.023280189818499,23,calibration,id
4,32,1,4000020,1.023280189818499,23,calibration,id
4,32,2,4000020,1.023280189818499,23,calibration,id
4,32,3,4000020,1.023280189818499,23,calibration,id
4,32,4,4000020,1.023280189818499,23,calibration,id
4,32,5,4000020,1.023280189818499,23,calibration,id
4,32,6,4000020,1.023280189818499,23,calibration,id
4,32,7,4000020,1.023280189818499,23,calibration,id
4,32,8,4000020,1.023280189818499,23,calibration,id
4,32,9,4000020,1.023280189818499,23,calibration,id
4,32,10,4000020,1.023280189818499,23,calibration,id
4,32,11,4000020,1.023280189818499,23,calibration,id
4,32,12,4000020,1.023280189818499,23,calibration,id
4,32,13,4000020,1.023280189818499,23,calibration,id
4,32,14,4000020,1.023280189818499,23,calibration,id
4,32,15,4000020,1.023280189818499,23,calibration,id
4,33,0,4000021,0.8550897770671524,19,calibration,id
4,33,1,4000021,0.8550897770671524,19,calibration,id
4,33,2,4000021,0.8550897770671524,19,calibration,id
4,33,3,4000021,0.8550897770671524,19,calibration,id
4,33,4,4000021,0.8550897770671524,19,calibration,id
4,33,5,4000021,0.8550897770671524,19,calibration,id
4,33,6,4000021,0.8550897770671524,19,calibration,id
4,33,7,4000021,0.8550897770671524,19,calibration,id
4,33,8,4000021,0.8550897770671524,19,calibration,id
4,33,9,4000021,0.8550897770671524,19,calibration,id
4,33,10,4000021,0.8550897770671524,19,calibration,id
4,33,11,4000021,0.8550897770671524,19,calibration,id
4,33,12,4000021,0.8550897770671524,19,calibration,id
4,33,13,4000021,0.8550897770671524,19,calibration,id
4,33,14,4000021,0.8550897770671524,19,calibration,id
4,33,15,4000021,0.8550897770671524,19,calibration,id
4,34,0,4000022,3.2569810650986524,65,calibration,id
4,34,1,4000022,3.2569810650986524,65,calibration,id
4,34,2,4000022,3.2569810650986524,65,calibration,id
4,34,3,4000022,3.2569810650986524,65,calibration,id
4,34,4,4000022,3.2569810650986524,65,calibration,id
4,34,5,4000022,3.2569810650986524,65,calibration,id
4,34,6,4000022,3.2569810650986524,65,calibration,id
4,34,7,4000022,3.2569810650986524,65,calibration,id
4,34,8,4000022,3.2569810650986524,65,calibration,id
4,34,9,4000022,3.2569810650986524,65,calibration,id
4,34,10,4000022,3.2569810650986524,65,calibration,id
4,34,11,4000022,3.2569810650986524,65,calibration,id
4,34,12,4000022,3.2569810650986524,65,calibration,id
4,34,13,4000022,3.2569810650986524,65,calibration,id
4,34,14,4000022,3.2569810650986524,65,calibration,id
4,34,15,4000022,3.2569810650986524,65,calibration,id
4,35,0,4000023,3.0202916137617444,108,calibration,id
4,35,1,4000023,3.0202916137617444,108,calibration,id
4,35,2,4000023,3.0202916137617444,108,calibration,id
4,35,3,4000023,3.0202916137617444,108,calibration,id
4,35,4,4000023,3.0202916137617444,108,calibration,id
4,35,5,4000023,3.0202916137617444,108,calibration,id
4,35,6,4000023,3.0202916137617444,108,calibration,id
4,35,7,4000023,3.0202916137617444,108,calibration,id
4,35,8,4000023,3.0202916137617444,108,calibration,id
4,35,9,4000023,3.0202916137617444,108,calibration,id
4,35,10,4000023,3.0202916137617444,108,calibration,id
4,35,11,4000023,3.0202916137617444,108,calibration,id
4,35,12,4000023,3.0202916137617444,108,calibration,id
4,35,13,4000023,3.0202916137617444,108,calibration,id
4,35,14,4000023,3.0202916137617444,108,calibration,id
4,35,15,4000023,3.0202916137617444,108,calibration,id
4,47,0,4000024,2.001283309709652,26,calibration,id
4,47,1,4000024,2.001283309709652,26,calibration,id
4,47,2,4000024,2.001283309709652,26,calibration,id
4,47,3,4000024,2.001283309709652,26,calibration,id
4,47,4,4000024,2.001283309709652,26,calibration,id
4,47,5,4000024,2.001283309709652,26,calibration,id
4,47,6,4000024,2.001283309709652,26,calibration,id
4,47,7,4000024,2.001283309709652,26,calibration,id
4,47,8,4000024,2.001283309709652,26,calibration,id
4,47,9,4000024,2.001283309709652,26,calibration,id
4,47,10,4000024,2.001283309709652,26,calibration,id
4,47,11,4000024,2.001283309709652,26,calibration,id
4,47,12,4000024,2.001283309709652,26,calibration,id
4,47,13,4000024,2.001283309709652,26,calibration,id
4,47,14,4000024,2.001283309709652,26,calibration,id
4,47,15,4000024,2.001283309709652,26,calibration,id
4,47,0,4000025,1.6662166452075104,24,calibration,id
4,47,1,4000025,1.6662166452075104,24,calibration,id
4,47,2,4000025,1.6662166452075104,24,calibration,id
4,47,3,4000025,1.6662166452075104,24,calibration,id
4,47,4,4000025,1.6662166452075104,24,calibration,id
4,47,5,4000025,1.6662166452075104,24,calibration,id
4,47,6,4000025,1.6662166452075104,24,calibration,id
4,47,7,4000025,1.6662166452075104,24,calibration,id
4,47,8,4000025,1.6662166452075104,24,calibration,id
4,47,9,4000025,1.6662166452075104,24,calibration,id
4,47,10,4000025,1.6662166452075104,24,calibration,id
4,47,11,4000025,1.6662166452075104,24,calibration,id
4,47,12,4000025,1.6662166452075104,24,calibration,id
4,47,13,4000025,1.6662166452075104,24,calibration,id
4,47,14,4000025,1.6662166452075104,24,calibration,id
4,47,15,4000025,1.6662166452075104,24,calibration,id
4,49,0,4000026,0.5820087512138826,23,calibration,id
4,49,1,4000026,0.5820087512138826,23,calibration,id
4,49,2,4000026,0.5820087512138826,23,calibration,id
4,49,3,4000026,0.5820087512138826,23,calibration,id
4,49,4,4000026,0.5820087512138826,23,calibration,id
4,49,5,4000026,0.5820087512138826,23,calibration,id
4,49,6,4000026,0.5820087512138826,23,calibration,id
4,49,7,4000026,0.5820087512138826,23,calibration,id
4,49,8,4000026,0.5820087512138826,23,calibration,id
4,49,9,4000026,0.5820087512138826,23,calibration,id
4,49,10,4000026,0.5820087512138826,23,calibration,id
4,49,11,4000026,0.5820087512138826,23,calibration,id
4,49,12,4000026,0.5820087512138826,23,calibration,id
4,49,13,4000026,0.5820087512138826,23,calibration,id
4,49,14,4000026,0.5820087512138826,23,calibration,id
4,49,15,4000026,0.5820087512138826,23,calibration,id
4,51,0,4000027,0.8065117103453251,32,calibration,id
4,51,1,4000027,0.8065117103453251,32,calibration,id
4,51,2,4000027,0.8065117103453251,32,calibration,id
4,51,3,4000027,0.8065117103453251,32,calibration,id
4,51,4,4000027,0.8065117103453251,32,calibration,id
4,51,5,4000027,0.8065117103453251,32,calibration,id
4,51,6,4000027,0.8065117103453251,32,calibration,id
4,51,7,4000027,0.8065117103453251,32,calibration,id
4,51,8,4000027,0.8065117103453251,32,calibration,id
4,51,9,4000027,0.8065117103453251,32,calibration,id
4,51,10,4000027,0.8065117103453251,32,calibration,id
4,51,11,4000027,0.8065117103453251,32,calibration,id
4,51,12,4000027,0.8065117103453251,32,calibration,id
4,51,13,4000027,0.8065117103453251,32,calibration,id
4,51,14,4000027,0.8065117103453251,32,calibration,id
4,51,15,4000027,0.8065117103453251,32,calibration,id
4,54,0,4000028,3.296435265026657,105,calibration,id
4,54,1,4000028,3.296435265026657,105,calibration,id
4,54,2,4000028,3.296435265026657,105,calibration,id
4,54,3,4000028,3.296435265026657,105,calibration,id
4,54,4,4000028,3.296435265026657,105,calibration,id
4,54,5,4000028,3.296435265026657,105,calibration,id
4,54,6,4000028,3.296435265026657,105,calibration,id
4,54,7,4000028,3.296435265026657,105,calibration,id
4,54,8,4000028,3.296435265026657,105,calibration,id
4,54,9,4000028,3.296435265026657,105,calibration,id
4,54,10,4000028,3.296435265026657,105,calibration,id
4,54,11,4000028,3.296435265026657,105,calibration,id
4,54,12,4000028,3.296435265026657,105,calibration,id
4,54,13,4000028,3.296435265026657,105,calibration,id
4,54,14,4000028,3.296435265026657,105,calibration,id
4,54,15,4000028,3.296435265026657,105,calibration,id
4,54,0,4000029,1.0990044753510404,46,calibration,id
4,54,1,4000029,1.0990044753510404,46,calibration,id
4,54,2,4000029,1.0990044753510404,46,calibration,id
4,54,3,4000029,1.0990044753510404,46,calibration,id
4,54,4,4000029,1.0990044753510404,46,calibration,id
4,54,5,4000029,1.0990044753510404,46,calibration,id
4,54,6,4000029,1.0990044753510404,46,calibration,id
4,54,7,4000029,1.0990044753510404,46,calibration,id
4,54,8,4000029,1.0990044753510404,46,calibration,id
4,54,9,4000029,1.0990044753510404,46,calibration,id
4,54,10,4000029,1.0990044753510404,46,calibration,id
4,54,11,4000029,1.0990044753510404,46,calibration,id
4,54,12,4000029,1.0990044753510404,46,calibration,id
4,54,13,4000029,1.0990044753510404,46,calibration,id
4,54,14,4000029,1.0990044753510404,46,calibration,id
4,54,15,4000029,1.0990044753510404,46,calibration,id
4,55,0,4000030,1.0411259489889404,45,calibration,id
4,55,1,4000030,1.0411259489889404,45,calibration,id
4,55,2,4000030,1.0411259489889404,45,calibration,id
4,55,3,4000030,1.0411259489889404,45,calibration,id
4,55,4,4000030,1.0411259489889404,45,calibration,id
4,55,5,4000030,1.0411259489889404,45,calibration,id
4,55,6,4000030,1.0411259489889404,45,calibration,id
4,55,7,4000030,1.0411259489889404,45,calibration,id
4,55,8,4000030,1.0411259489889404,45,calibration,id
4,55,9,4000030,1.0411259489889404,45,calibration,id
4,55,10,4000030,1.0411259489889404,45,calibration,id
4,55,11,4000030,1.0411259489889404,45,calibration,id
4,55,12,4000030,1.0411259489889404,45,calibration,id
4,55,13,4000030,1.0411259489889404,45,calibration,id
4,55,14,4000030,1.0411259489889404,45,calibration,id
4,55,15,4000030,1.0411259489889404,45,calibration,id
4,61,0,4000031,0.7866664408110057,24,calibration,id
4,61,1,4000031,0.7866664408110057,24,calibration,id
4,61,2,4000031,0.7866664408110057,24,calibration,id
4,61,3,4000031,0.7866664408110057,24,calibration,id
4,61,4,4000031,0.7866664408110057,24,calibration,id
4,61,5,4000031,0.7866664408110057,24,calibration,id
4,61,6,4000031,0.7866664408110057,24,calibration,id
4,61,7,4000031,0.7866664408110057,24,calibration,id
4,61,8,4000031,0.7866664408110057,24,calibration,id
4,61,9,4000031,0.7866664408110057,24,calibration,id
4,61,10,4000031,0.7866664408110057,24,calibration,id
4,61,11,4000031,0.7866664408110057,24,calibration,id
4,61,12,4000031,0.7866664408110057,24,calibration,id
4,61,13,4000031,0.7866664408110057,24,calibration,id
4,61,14,4000031,0.7866664408110057,24,calibration,id
4,61,15,4000031,0.7866664408110057,24,calibration,id
4,62,0,4000032,0.9204984556139846,25,calibration,id
4,62,1,4000032,0.9204984556139846,25,calibration,id
4,62,2,4000032,0.9204984556139846,25,calibration,id
4,62,3,4000032,0.9204984556139846,25,calibration,id
4,62,4,4000032,0.9204984556139846,25,calibration,id
4,62,5,4000032,0.9204984556139846,25,calibration,id
4,62,6,4000032,0.9204984556139846,25,calibration,id
